session_id,customer_id,session_start,device_type,traffic_source,experiment_group,session_duration_sec,completed_order,order_value
CS0000699,C011458,2026-03-02 14:54:06,Desktop,App,control,134,1,4049
CS0000700,,2026-03-02 14:57:32,Android,App,TREATMENT ,254,1,10155
CS0000701,C016055,2026-03-02 14:58:16,Android,Direct,control,730,0,
CS0000702,C001664,2026-03-02 14:58:56,iOS,App,control,225,1,8486
CS0000703,C010112,2026-03-02 14:59:18,Desktop,Paid Social,control,196,1,4045
CS0000704,C012462,2026-03-02 14:59:31,Android,Organic Search,treatment,392,0,
CS0000705,C007907,2026-03-02 15:00:14,Android,App,treatment,172,1,7035
CS0000706,,2026-03-02 15:04:49,Desktop,App,treatment,110,0,
CS0000707,C001832,2026-03-02 15:07:34,Android,App,control,176,0,
CS0000708,C015702,2026-03-02 15:11:36,Android,App,treatment,212,1,993
CS0000709,C022705,2026-03-02 15:13:49,Android,Organic Search,control,143,1,3776
CS0000710,C028113,2026-03-02 15:16:07,Desktop,Paid Social,control,118,1,16796
CS0000711,C002747,2026-03-02 15:18:56,Android,App,treatment,73,0,
CS0000712,C017697,2026-03-02 15:21:53,Desktop,Referral,treatment,491,0,
CS0000713,C023766,2026-03-02 15:22:42,Android,Organic Search,treatment,81,1,4729
CS0000714,C025634,2026-03-02 15:23:00,Desktop,App,treatment,267,1,4544
CS0000715,C005217,2026-03-02 15:23:37,iOS,Direct,treatment,150,0,
CS0000716,,2026-03-02 15:31:17,iOS,Organic Search,control,179,1,14187
CS0000717,C020693,2026-03-02 15:32:42,Android,Paid Social,treatment,462,1,2198
CS0000718,,2026-03-02 15:33:25,iOS,App,treatment,258,1,6951
CS0000719,C023826,2026-03-02 15:38:58,Android,Organic Search,control,396,1,11864
CS0000720,C025851,2026-03-02 15:42:08,Android,Direct,treatment,187,1,6346
CS0000721,C024337,2026-03-02 15:42:47,Android,Direct,Treatment,255,1,4130
CS0000722,C025982,2026-03-02 15:44:33,iOS,Paid Social,treatment,165,0,
CS0000723,,2026-03-02 15:45:49,Android,App,control,102,0,
CS0000724,C003994,2026-03-02 15:51:07,Android,Paid Social,control,291,1,2716
CS0000725,C021218,2026-03-02 15:51:11,Android,Referral,treatment,233,1,22297
CS0000726,C008603,2026-03-02 15:51:58,Android,Organic Search,treatment,281,1,2723
CS0000727,C001397,2026-03-02 15:52:15,Desktop,App,treatment,223,1,3608
CS0000728,,2026-03-02 15:52:38,iOS,App,control,568,1,846
CS0000729,C017019,2026-03-02 15:55:04,Android,Paid Social,control,134,1,1619
CS0000730,,2026-03-02 16:03:33,Android,App,control,130,1,7327
CS0000731,,2026-03-02 16:04:41,Android,Direct,treatment,100,0,
CS0000732,C000614,2026-03-02 16:05:16,Android,Referral,control,244,1,7796
CS0000733,,2026-03-02 16:06:10,Android,Direct,treatment,50,0,
CS0000734,,2026-03-02 16:06:42,Android,Direct,control,152,0,
CS0000735,,2026-03-02 16:09:05,Android,Paid Social,control,149,0,
CS0000736,C002896,2026-03-02 16:09:05,Android,App,treatment,294,0,
CS0000737,C001512,2026-03-02 16:10:54,Android,Paid Social,control,289,1,6032
CS0000738,C005071,2026-03-02 16:12:35,Android,App,treatment,297,0,
CS0000739,C015718,2026-03-02 16:13:25,Android,Organic Search,treatment,68,1,27141
CS0000740,C027174,2026-03-02 16:14:50,Android,Organic Search,treatment,238,0,
CS0000741,C008949,2026-03-02 16:15:13,Android,Organic Search,control,79,1,2445
CS0000742,C010426,2026-03-02 16:16:36,iOS,Direct,control,143,1,2849
CS0000743,,2026-03-02 16:17:22,Desktop,Organic Search,treatment,160,1,3795
CS0000744,,2026-03-02 16:17:55,Android,Direct,treatment,229,1,3217
CS0000745,,2026-03-02 16:18:35,iOS,App,control,67,1,3495
CS0000746,C021169,2026-03-02 16:21:55,Android,App,control,175,1,1331
CS0000747,C016679,2026-03-02 16:22:30,Desktop,Paid Social,treatment,495,1,5830
CS0000748,C001232,2026-03-02 16:23:56,Android,Organic Search,control,182,1,5297
CS0000749,C023506,2026-03-02 16:25:00,Desktop,App,treatment,400,1,4803
CS0000750,C016474,2026-03-02 16:26:10,Android,App,treatment,216,0,
CS0000751,C006675,2026-03-02 16:27:32,Desktop,App,treatment,175,0,
CS0000752,C001866,2026-03-02 16:27:51,Android,Direct,control,252,0,
CS0000753,C011081,2026-03-02 16:28:37,Android,Paid Social,control,495,0,
CS0000754,C024828,2026-03-02 16:29:14,Desktop,App,control,84,0,
CS0000755,,2026-03-02 16:32:47,Desktop,Referral,control,157,1,3961
CS0000756,,2026-03-02 16:33:45,iOS,App,treatment,125,1,5605
CS0000757,C016853,2026-03-02 16:34:26,Desktop,Referral,treatment,109,1,1451
CS0000758,C016230,2026-03-02 16:34:30,Android,Organic Search,Control,140,0,
CS0000759,C021696,2026-03-02 16:38:16,Android,Organic Search,control,245,1,2132
CS0000760,,2026-03-02 16:44:02,Android,Organic Search,control,81,0,
CS0000761,C020095,2026-03-02 16:45:36,Android,App,control,764,0,
CS0000762,C027648,2026-03-02 16:46:56,Android,Paid Social,treatment,190,1,4665
CS0000763,C000597,2026-03-02 16:47:27,Desktop,App,treatment,75,0,
CS0000764,,2026-03-02 16:49:12,Desktop,Direct,treatment,2,0,
CS0000765,C014070,2026-03-02 16:50:29,Desktop,Direct,control,130,1,9067
CS0000766,C017484,2026-03-02 16:51:08,Android,Paid Social,treatment,504,0,
CS0000767,C018466,2026-03-02 16:54:01,Android,Direct,control,161,0,
CS0000768,C019508,2026-03-02 16:56:36,Desktop,Direct,control,111,0,
CS0000769,C016347,2026-03-02 16:57:16,Android,Paid Social,control,198,0,
CS0000770,C028999,2026-03-02 17:00:28,Desktop,Paid Social,control,108,1,3146
CS0000771,C002559,2026-03-02 17:00:51,Android,Organic Search,control,222,1,3651
CS0000772,C013439,2026-03-02 17:03:05,Desktop,Direct,control,419,0,
CS0000773,C007719,2026-03-02 17:03:23,Android,Direct,control,202,0,
CS0000774,C022950,2026-03-02 17:03:25,Android,App,control,82,0,
CS0000775,,2026-03-02 17:04:05,iOS,Direct,treatment,145,0,
CS0000776,C019148,2026-03-02 17:04:46,Android,Paid Social,treatment,41,1,12227
CS0000777,C008619,2026-03-02 17:05:49,Desktop,Paid Social,control,270,0,
CS0000778,C023115,2026-03-02 17:07:00,Android,Paid Social,treatment,169,1,2295
CS0000779,C015362,2026-03-02 17:09:30,Android,App,control,233,0,
CS0000780,C005263,2026-03-02 17:09:34,Android,Referral,control,163,0,
CS0000781,C007466,2026-03-02 17:10:46,Android,App,treatment,413,0,
CS0000782,C014493,2026-03-02 17:14:17,Desktop,Paid Social,treatment,165,1,7716
CS0000783,C011471,2026-03-02 17:14:40,Android,App,treatment,150,0,
CS0000784,,2026-03-02 17:16:16,Android,Paid Social,treatment,174,1,12658
CS0000785,,2026-03-02 17:17:05,Android,Referral,control,232,0,
CS0000786,C023331,2026-03-02 17:22:23,Android,Organic Search,Treatment,230,0,
CS0000787,C010114,2026-03-02 17:24:38,Desktop,App,control,96,1,7783
CS0000788,C024742,2026-03-02 17:25:05,Desktop,Paid Social,control,135,0,
CS0000789,C000266,2026-03-02 17:25:07,Android,Referral,treatment,51,1,3348
CS0000790,C020633,2026-03-02 17:26:07,Android,Referral,control,185,0,
CS0000791,C007574,2026-03-02 17:27:14,Desktop,App,treatment,625,1,4335
CS0000792,C009687,2026-03-02 17:28:51,Android,Referral,treatment,89,0,
CS0000793,C023904,2026-03-02 17:30:07,Android,App,treatment,124,1,6542
CS0000794,C024513,2026-03-02 17:30:14,Desktop,Direct,control,165,1,2781
CS0000795,,2026-03-02 17:30:17,Android,App,control,105,0,
CS0000796,C005303,2026-03-02 17:31:14,Desktop,Organic Search,control,64,1,15115
CS0000797,C012146,2026-03-02 17:31:51,Desktop,Direct,Control,414,1,10467
CS0000798,,2026-03-02 17:32:44,Android,Referral,control,269,1,17423
CS0000799,C022963,2026-03-02 17:34:04,iOS,Organic Search,treatment,190,1,1626
CS0000800,,2026-03-02 17:34:13,Android,Organic Search,CONTROL ,323,1,5638
CS0000801,C013546,2026-03-02 17:36:08,Desktop,Paid Social,treatment,78,1,2505
CS0000802,C024700,2026-03-02 17:37:48,Android,Organic Search,control,292,1,6728
CS0000803,C004810,2026-03-02 17:40:15,Android,App,treatment,86,0,
CS0000804,C019232,2026-03-02 17:40:35,Desktop,Referral,treatment,113,1,1137
CS0000805,,2026-03-02 17:41:47,iOS,Organic Search,control,130,1,3689
CS0000806,C009987,2026-03-02 17:42:38,Android,Paid Social,treatment,150,1,6764
CS0000807,,2026-03-02 17:43:38,Android,App,control,144,1,4332
CS0000808,C002807,2026-03-02 17:43:44,Android,App,control,426,0,
CS0000809,C011230,2026-03-02 17:44:24,Desktop,Organic Search,control,244,1,3351
CS0000810,C005906,2026-03-02 17:44:46,Desktop,Organic Search,treatment,249,0,
CS0000811,C018651,2026-03-02 17:46:14,Android,Paid Social,control,148,1,3724
CS0000812,C028031,2026-03-02 17:47:25,Android,Referral,treatment,81,1,6254
CS0000813,,2026-03-02 17:53:07,Android,Organic Search,control,102,1,3256
CS0000814,,2026-03-02 17:55:42,Android,Paid Social,treatment,43,0,
CS0000815,C016462,2026-03-02 17:57:00,Android,Paid Social,treatment,70,1,1496
CS0000816,,2026-03-02 17:57:55,Android,Organic Search,treatment,259,1,10084
CS0000817,C010989,2026-03-02 18:02:04,Android,Paid Social,treatment,724,0,
CS0000818,C021631,2026-03-02 18:03:13,Android,Organic Search,treatment,151,1,5459
CS0000819,C010058,2026-03-02 18:03:37,Android,App,treatment,120,1,2264
CS0000820,C020978,2026-03-02 18:04:19,Android,Organic Search,control,379,1,7015
CS0000821,C003393,2026-03-02 18:05:56,Android,Organic Search,control,177,1,7628
CS0000822,C000435,2026-03-02 18:07:18,Android,Organic Search,treatment,183,1,6216
CS0000823,,2026-03-02 18:08:54,Desktop,Direct,treatment,1,0,
CS0000824,C011662,2026-03-02 18:09:44,Android,Organic Search,treatment,110,1,4634
CS0000825,C012652,2026-03-02 18:12:14,Android,Organic Search,treatment,165,0,
CS0000826,C000300,2026-03-02 18:12:37,Android,Referral,control,62,1,3657
CS0000827,C026560,2026-03-02 18:13:04,Android,App,control,236,1,4937
CS0000828,C017047,2026-03-02 18:13:37,Android,Paid Social,treatment,984,1,2549
CS0000829,,2026-03-02 18:14:52,Android,Direct,control,72,1,5977
CS0000830,C003453,2026-03-02 18:16:24,Android,Referral,treatment,385,1,5064
CS0000831,C017288,2026-03-02 18:17:26,Android,Paid Social,control,222,1,3502
CS0000832,C003058,2026-03-02 18:18:11,Desktop,Paid Social,treatment,644,1,5260
CS0000833,C000398,2026-03-02 18:20:47,Desktop,App,control,294,1,10140
CS0000834,,2026-03-02 18:22:50,Android,Paid Social,treatment,179,1,8441
CS0000835,C010823,2026-03-02 18:24:24,Desktop,Direct,control,104,1,3065
CS0000836,C021200,2026-03-02 18:25:33,Android,Direct,control,383,1,6765
CS0000837,C000007,2026-03-02 18:29:21,Android,Paid Social,treatment,446,0,
CS0000838,C002492,2026-03-02 18:30:59,Desktop,Paid Social,control,138,0,
CS0000839,C006708,2026-03-02 18:34:04,Desktop,Direct,control,165,0,
CS0000840,C027947,2026-03-02 18:36:18,Desktop,Direct,control,125,0,
CS0000841,C006673,2026-03-02 18:43:26,Desktop,Organic Search,treatment,284,1,15242
CS0000842,C024860,2026-03-02 18:45:49,iOS,Organic Search,control,62,1,6163
CS0000843,,2026-03-02 18:46:14,Android,Direct,control,248,1,16733
CS0000844,C026204,2026-03-02 18:47:46,Desktop,App,treatment,184,0,
CS0000845,,2026-03-02 18:49:50,Desktop,Paid Social,treatment,231,1,10721
CS0000846,C019412,2026-03-02 18:51:06,Android,App,treatment,236,0,
CS0000847,,2026-03-02 18:51:43,Desktop,Organic Search,control,170,1,4296
CS0000848,C019217,2026-03-02 18:53:02,Android,Direct,control,171,0,
CS0000849,,2026-03-02 19:00:20,Desktop,Direct,treatment,0,0,
CS0000850,C003852,2026-03-02 19:00:35,iOS,Organic Search,treatment,508,1,9824
CS0000851,C016790,2026-03-02 19:01:50,Android,Direct,control,50,0,
CS0000852,,2026-03-02 19:01:55,Android,Referral,control,99,1,5812
CS0000853,C019007,2026-03-02 19:04:40,iOS,App,treatment,77,1,4789
CS0000854,C026382,2026-03-02 19:05:07,Android,App,control,203,1,3221
CS0000855,C010859,2026-03-02 19:06:39,Android,Paid Social,treatment,122,0,
CS0000856,C025098,2026-03-02 19:07:30,Android,Organic Search,control,216,0,
CS0000857,C018890,2026-03-02 19:09:04,Desktop,App,control,267,0,
CS0000858,,2026-03-02 19:09:22,Android,App,control,281,1,3534
CS0000859,C017846,2026-03-02 19:11:39,Android,Organic Search,control,123,0,
CS0000860,C002393,2026-03-02 19:12:00,iOS,Paid Social,treatment,122,0,
CS0000861,C007956,2026-03-02 19:12:05,Desktop,Paid Social,treatment,187,0,
CS0000862,C024126,2026-03-02 19:13:22,Android,App,treatment,111,1,5986
CS0000863,C004390,2026-03-02 19:13:30,Android,Direct,control,42,1,4390
CS0000864,C026117,2026-03-02 19:14:50,Android,Paid Social,treatment,426,0,
CS0000865,C006049,2026-03-02 19:15:05,iOS,App,control,49,1,4318
CS0000866,C021294,2026-03-02 19:15:32,Desktop,Direct,control,224,1,7481
CS0000867,C002334,2026-03-02 19:18:09,Android,Referral,control,188,1,11856
CS0000868,C009392,2026-03-02 19:20:57,iOS,Referral,treatment,315,1,1211
CS0000869,C001771,2026-03-02 19:21:30,Android,Organic Search,treatment,83,1,1636
CS0000870,C020621,2026-03-02 19:21:54,Desktop,App,control,227,1,4604
CS0000871,C023954,2026-03-02 19:22:28,Android,Direct,control,103,1,4089
CS0000872,C013236,2026-03-02 19:23:10,Android,App,treatment,543,0,
CS0000873,C015425,2026-03-02 19:23:38,Android,Organic Search,Control,329,1,2695
CS0000874,C008177,2026-03-02 19:24:05,Android,App,control,1403,1,4561
CS0000875,,2026-03-02 19:24:47,Android,Paid Social,control,49,0,
CS0000876,C016727,2026-03-02 19:27:13,Android,Organic Search,control,654,1,2691
CS0000877,,2026-03-02 19:27:23,Android,App,treatment,114,0,
CS0000878,,2026-03-02 19:28:33,Android,Referral,treatment,183,1,1272
CS0000879,,2026-03-02 19:29:17,Desktop,Direct,treatment,1,0,
CS0000880,C005924,2026-03-02 19:29:20,Desktop,Direct,control,210,1,2219
CS0000881,,2026-03-02 19:30:01,Desktop,Paid Social,control,310,1,3435
CS0000882,,2026-03-02 19:30:25,iOS,App,Treatment,58,1,2204
CS0000883,C007769,2026-03-02 19:31:18,Android,Referral,treatment,194,0,
CS0000884,C013856,2026-03-02 19:31:34,iOS,Direct,control,188,1,1278
CS0000885,,2026-03-02 19:32:26,Android,App,control,101,0,
CS0000886,C016939,2026-03-02 19:32:44,Android,Paid Social,treatment,218,0,
CS0000887,C025384,2026-03-02 19:34:10,Desktop,Direct,control,123,0,
CS0000888,,2026-03-02 19:34:47,Android,Direct,control,201,0,
CS0000889,C016507,2026-03-02 19:35:30,Android,Organic Search,control,114,0,
CS0000890,C015974,2026-03-02 19:35:32,Android,Referral,treatment,165,0,
CS0000891,C010960,2026-03-02 19:36:13,Android,Paid Social,control,253,0,
CS0000892,C023892,2026-03-02 19:38:39,Android,App,Control,118,0,
CS0000893,C000115,2026-03-02 19:39:04,iOS,Organic Search,treatment,389,0,
CS0000894,C016533,2026-03-02 19:39:06,Android,App,treatment,187,1,2330
CS0000895,C008396,2026-03-02 19:39:25,Desktop,Direct,treatment,278,1,3963
CS0000896,C002226,2026-03-02 19:39:49,Android,Paid Social,control,44,0,
CS0000897,C019463,2026-03-02 19:41:53,Android,App,control,819,0,
CS0000898,C016049,2026-03-02 19:43:10,iOS,Paid Social,treatment,219,1,3877
CS0000899,C011236,2026-03-02 19:43:50,Android,Referral,treatment,497,1,1699
CS0000900,C016045,2026-03-02 19:44:13,Android,Paid Social,control,91,1,6532
CS0000901,C024174,2026-03-02 19:45:21,Android,Paid Social,treatment,45,1,5330
CS0000902,C027633,2026-03-02 19:46:18,iOS,App,control,255,0,
CS0000903,,2026-03-02 19:47:21,Desktop,Paid Social,Treatment,162,1,12521
CS0000904,C008802,2026-03-02 19:47:31,iOS,Direct,treatment,204,1,9574
CS0000905,C013225,2026-03-02 19:48:30,Desktop,Paid Social,control,142,0,
CS0000906,C028483,2026-03-02 19:50:33,Android,App,treatment,232,1,3020
CS0000907,C015976,2026-03-02 19:51:44,Desktop,Organic Search,treatment,151,1,3774
CS0000908,C023076,2026-03-02 19:52:26,Android,Organic Search,control,84,0,
CS0000909,,2026-03-02 19:52:46,Desktop,Direct,treatment,395,1,1923
CS0000910,C017813,2026-03-02 19:53:55,Android,App,control,432,1,3717
CS0000911,C019659,2026-03-02 19:54:24,Android,App,treatment,284,1,2432
CS0000912,C010079,2026-03-02 19:54:35,iOS,Direct,control,318,1,1831
CS0000913,,2026-03-02 19:54:37,Android,Paid Social,control,165,1,2208
CS0000914,C028460,2026-03-02 19:55:32,iOS,App,control,199,1,6248
CS0000915,C008412,2026-03-02 19:56:14,Android,Direct,treatment,1272,1,3767
CS0000916,,2026-03-02 19:56:26,Android,Paid Social,treatment,67,0,
CS0000917,,2026-03-02 19:57:26,Desktop,Organic Search,treatment,232,1,4574
CS0000918,C001737,2026-03-02 19:58:24,Android,Organic Search,treatment,181,0,
CS0000919,,2026-03-02 19:58:33,Desktop,Organic Search,control,100,0,
CS0000920,,2026-03-02 19:58:48,Desktop,Organic Search,control,59,1,5064
CS0000921,,2026-03-02 19:59:52,iOS,App,control,168,0,
CS0000922,,2026-03-02 20:00:07,Android,Paid Social,treatment,133,0,
CS0000923,C011664,2026-03-02 20:00:38,Android,Referral,control,95,1,14193
CS0000924,C000156,2026-03-02 20:00:58,iOS,Referral,control,77,1,1280
CS0000925,,2026-03-02 20:02:06,Android,App,treatment,114,1,3620
CS0000926,C006977,2026-03-02 20:02:08,iOS,Direct,control,310,1,6502
CS0000927,C026630,2026-03-02 20:03:35,Android,App,control,279,0,
CS0000928,C013050,2026-03-02 20:03:42,iOS,App,treatment,166,1,1260
CS0000929,C005842,2026-03-02 20:03:50,Android,App,treatment,283,1,6087
CS0000929,C005842,2026-03-02 20:03:50,Android,App,treatment,283,1,6087
CS0000930,C026366,2026-03-02 20:03:55,Desktop,Referral,control,115,0,
CS0000931,C018514,2026-03-02 20:04:16,Android,Referral,treatment,277,1,1616
CS0000932,C002503,2026-03-02 20:05:20,Android,App,treatment,182,1,4731
CS0000933,,2026-03-02 20:05:26,Android,App,treatment,174,1,6802
CS0000934,,2026-03-02 20:05:30,Desktop,Direct,treatment,217,1,1595
CS0000935,,2026-03-02 20:06:38,Desktop,Organic Search,treatment,442,1,5098
CS0000936,C003304,2026-03-02 20:06:42,Android,Organic Search,treatment,125,0,
CS0000937,C021891,2026-03-02 20:06:53,Android,Organic Search,control,248,0,
CS0000938,C024956,2026-03-02 20:07:30,Android,Direct,control,60,1,8005
CS0000939,C003490,2026-03-02 20:08:58,iOS,Paid Social,treatment,170,1,3616
CS0000940,C026350,2026-03-02 20:10:15,Desktop,Organic Search,treatment,151,1,3486
CS0000941,C009473,2026-03-02 20:10:28,iOS,Referral,treatment,62,1,979
CS0000942,C010147,2026-03-02 20:10:33,Desktop,Direct,control,100,0,
CS0000943,C002043,2026-03-02 20:10:45,Desktop,Direct,Treatment,207,1,5703
CS0000944,C021918,2026-03-02 20:11:16,iOS,Referral,control,236,1,2481
CS0000945,C009363,2026-03-02 20:11:59,Android,App,treatment,158,0,
CS0000946,C008124,2026-03-02 20:12:11,Android,Organic Search,treatment,725,1,6083
CS0000947,,2026-03-02 20:12:20,Android,Direct,treatment,174,0,
CS0000948,C010999,2026-03-02 20:12:29,Android,Organic Search,control,79,0,
CS0000949,C021233,2026-03-02 20:13:35,Desktop,Direct,control,111,1,4921
CS0000950,C009095,2026-03-02 20:14:32,Android,Paid Social,TREATMENT ,155,1,6253
CS0000951,C022069,2026-03-02 20:15:09,iOS,Organic Search,treatment,51,1,3688
CS0000952,C008384,2026-03-02 20:15:16,Android,Paid Social,treatment,383,1,10386
CS0000953,C024138,2026-03-02 20:15:38,Android,App,treatment,143,1,2244
CS0000954,C008078,2026-03-02 20:15:39,Android,Organic Search,control,174,0,
CS0000955,C023287,2026-03-02 20:16:12,Android,App,control,192,0,
CS0000956,C022948,2026-03-02 20:16:41,Android,Direct,treatment,43,0,
CS0000957,C012130,2026-03-02 20:16:54,Android,Direct,treatment,155,1,7058
CS0000958,C021141,2026-03-02 20:17:11,Android,Referral,treatment,116,0,
CS0000959,C007715,2026-03-02 20:17:23,Android,Direct,control,162,0,
CS0000960,C022685,2026-03-02 20:18:19,Desktop,App,treatment,155,0,
CS0000961,,2026-03-02 20:18:27,Android,Organic Search,treatment,158,1,4973
CS0000962,C013983,2026-03-02 20:19:12,Desktop,App,treatment,187,1,901
CS0000963,C020469,2026-03-02 20:19:54,Android,Organic Search,control,219,0,
CS0000964,C007398,2026-03-02 20:19:57,Android,Paid Social,control,203,1,2662
CS0000965,C021155,2026-03-02 20:21:01,Android,Paid Social,control,87,0,
CS0000966,,2026-03-02 20:21:30,Desktop,Referral,treatment,30,1,3042
CS0000967,C018538,2026-03-02 20:21:37,Android,Direct,treatment,199,1,4879
CS0000968,C000658,2026-03-02 20:22:02,iOS,Organic Search,treatment,539,1,2816
CS0000969,C024238,2026-03-02 20:23:24,Android,App,control,74,0,
CS0000970,,2026-03-02 20:23:28,Android,Paid Social,control,130,1,5638
CS0000971,C006785,2026-03-02 20:23:31,Android,App,control,84,1,4430
CS0000972,C008490,2026-03-02 20:24:38,Android,Organic Search,treatment,335,1,2819
CS0000973,,2026-03-02 20:24:41,Android,Paid Social,control,344,0,
CS0000974,C016690,2026-03-02 20:25:09,Android,Organic Search,treatment,144,1,6709
CS0000975,C007033,2026-03-02 20:25:31,iOS,Referral,control,149,1,3845
CS0000976,C028095,2026-03-02 20:25:38,Android,Organic Search,treatment,63,1,2786
CS0000977,C005000,2026-03-02 20:25:43,Android,App,treatment,178,0,
CS0000978,C023897,2026-03-02 20:25:49,Android,Referral,treatment,257,1,1182
CS0000979,C003414,2026-03-02 20:25:51,Android,Organic Search,treatment,273,1,8833
CS0000980,C006528,2026-03-02 20:26:30,iOS,App,treatment,249,1,5541
CS0000981,C009494,2026-03-02 20:27:35,Android,Paid Social,treatment,141,1,2565
CS0000982,C025794,2026-03-02 20:28:00,Android,App,control,269,1,4327
CS0000983,,2026-03-02 20:28:21,Android,Organic Search,control,64,1,5779
CS0000984,C005754,2026-03-02 20:29:52,Desktop,Paid Social,control,97,1,1899
CS0000985,C003987,2026-03-02 20:30:28,Desktop,App,control,77,1,6771
CS0000986,C003278,2026-03-02 20:30:47,Desktop,App,control,325,1,8362
CS0000987,C000988,2026-03-02 20:31:42,Android,App,control,102,1,16326
CS0000988,C027649,2026-03-02 20:32:03,Desktop,Organic Search,control,218,1,1442
CS0000989,C003247,2026-03-02 20:32:13,Android,Direct,control,39,1,3549
CS0000990,,2026-03-02 20:33:24,Desktop,Direct,control,305,1,4643
CS0000991,C006754,2026-03-02 20:34:00,Desktop,Organic Search,control,431,1,13424
CS0000992,C022300,2026-03-02 20:34:51,iOS,App,control,144,1,6089
CS0000993,C011591,2026-03-02 20:34:54,iOS,Organic Search,control,225,1,3150
CS0000994,,2026-03-02 20:35:44,iOS,Organic Search,control,90,0,
CS0000995,,2026-03-02 20:35:44,Android,Paid Social,treatment,424,0,
