return_id,order_item_id,order_id,return_reason,return_requested_date,refund_amount
RT000804,OI0012569,ORD0007995,Size or fit issue,2024-08-05,4099
RT000805,OI0012716,ORD0008089,Size or fit issue,2024-08-05,4499
RT000806,OI0012719,ORD0008090,Not as described,2024-08-05,2799
RT000807,OI0012574,ORD0007997,Not as described,2024-08-06,3699
RT000808,OI0012680,ORD0008063,Changed mind,2024-08-06,8838
RT000809,OI0012840,ORD0008162,Defective or damaged,2024-08-06,30999
RT000810,OI0012495,ORD0007944,Defective or damaged,2024-08-07,3499
RT000811,OI0012563,ORD0007990,Changed mind,2024-08-07,8699
RT000812,OI0012699,ORD0008077,Not as described,2024-08-07,2999
RT000813,OI0012708,ORD0008084,Changed mind,2024-08-07,2199
RT000814,OI0012863,ORD0008175,Not as described,2024-08-07,84699
RT000815,OI0013059,ORD0008295,Not as described,2024-08-07,3399
RT000816,OI0012516,ORD0007960,Arrived too late,2024-08-08,2039
RT000817,OI0012573,ORD0007997,Size or fit issue,2024-08-08,2899
RT000818,OI0012726,ORD0008093,Changed mind,2024-08-08,2999
RT000819,OI0012999,ORD0008255,Not as described,2024-08-08,2399
RT000820,OI0012713,ORD0008087,Changed mind,2024-08-09,3144
RT000821,OI0012751,ORD0008108,Arrived too late,2024-08-09,3899
RT000822,OI0012954,ORD0008230,Defective or damaged,2024-08-09,2634
RT000823,OI0013022,ORD0008268,Changed mind,2024-08-09,14299
RT000824,OI0012599,ORD0008011,Not as described,2024-08-10,4699
RT000825,OI0012638,ORD0008037,Size or fit issue,2024-08-10,2999
RT000826,OI0012911,ORD0008207,Size or fit issue,2024-08-10,899
RT000827,OI0012980,ORD0008242,Size or fit issue,2024-08-10,2299
RT000828,OI0012852,ORD0008168,Defective or damaged,2024-08-11,7099
RT000829,OI0012955,ORD0008230,Arrived too late,2024-08-11,2209
RT000830,OI0013014,ORD0008264,Size or fit issue,2024-08-11,4999
RT000831,OI0013040,ORD0008281,Not as described,2024-08-11,4099
RT000832,OI0013197,ORD0008380,Size or fit issue,2024-08-11,4099
RT000833,OI0012922,ORD0008213,Changed mind,2024-08-12,467
RT000834,OI0012938,ORD0008220,Changed mind,2024-08-12,1049
RT000835,OI0012939,ORD0008220,Size or fit issue,2024-08-12,2599
RT000836,OI0013173,ORD0008367,Size or fit issue,2024-08-12,6099
RT000837,OI0013250,ORD0008417,Size or fit issue,2024-08-12,2799
RT000838,OI0013319,ORD0008460,Defective or damaged,2024-08-12,849
RT000839,OI0013334,ORD0008469,Not as described,2024-08-12,2699
RT000840,OI0012998,ORD0008254,Defective or damaged,2024-08-13,764
RT000841,OI0013163,ORD0008361,Size or fit issue,2024-08-13,807
RT000842,OI0013174,ORD0008368,Size or fit issue,2024-08-13,1999
RT000843,OI0013274,ORD0008431,Size or fit issue,2024-08-13,1049
RT000844,OI0013087,ORD0008310,Size or fit issue,2024-08-14,1799
RT000845,OI0013249,ORD0008417,Not as described,2024-08-14,3699
RT000846,OI0013558,ORD0008606,Size or fit issue,2024-08-14,4299
RT000847,OI0013407,ORD0008515,Size or fit issue,2024-08-15,2974
RT000848,OI0013433,ORD0008529,Size or fit issue,2024-08-15,4099
RT000849,OI0013686,ORD0008683,Changed mind,2024-08-15,1487
RT000850,OI0013697,ORD0008688,Defective or damaged,2024-08-15,2499
RT000851,OI0013735,ORD0008711,Size or fit issue,2024-08-15,4499
RT000852,OI0013755,ORD0008721,Changed mind,2024-08-15,649
RT000853,OI0013263,ORD0008425,Not as described,2024-08-16,3909
RT000854,OI0013269,ORD0008428,Defective or damaged,2024-08-16,11799
RT000855,OI0013275,ORD0008432,Size or fit issue,2024-08-16,6799
RT000856,OI0013328,ORD0008466,Defective or damaged,2024-08-16,9199
RT000857,OI0013355,ORD0008481,Not as described,2024-08-16,59299
RT000858,OI0013393,ORD0008506,Size or fit issue,2024-08-16,4099
RT000859,OI0013452,ORD0008541,Arrived too late,2024-08-16,5199
RT000860,OI0013499,ORD0008571,Size or fit issue,2024-08-16,3699
RT000861,OI8019458,ORD0008613,Size or fit issue,2024-08-16,3699
RT000862,OI0013581,ORD0008618,Arrived too late,2024-08-16,1649
RT000863,OI0013631,ORD0008648,Defective or damaged,2024-08-16,3799
RT000864,OI0013292,ORD0008442,Arrived too late,2024-08-17,4099
RT000865,OI0013673,ORD0008675,Arrived too late,2024-08-17,2299
RT000866,OI0013734,ORD0008711,Not as described,2024-08-17,3999
RT000867,OI0013793,ORD0008744,Defective or damaged,2024-08-18,2199
RT000868,OI0013844,ORD0008777,Size or fit issue,2024-08-18,2652
RT000869,OI0013858,ORD0008788,Changed mind,2024-08-18,1672
RT000870,OI0013384,ORD0008502,Not as described,2024-08-19,2599
RT000871,OI0013431,ORD0008527,Size or fit issue,2024-08-19,3399
RT000872,OI0013643,ORD0008656,Changed mind,2024-08-19,1599
RT000873,OI0013712,ORD0008699,Arrived too late,2024-08-19,2099
RT000874,OI0013923,ORD0008833,Arrived too late,2024-08-19,2959
RT000875,OI0013537,ORD0008595,Defective or damaged,2024-08-20,3799
RT000876,OI0013656,ORD0008664,Arrived too late,2024-08-20,599
RT000877,OI0013727,ORD0008707,Not as described,2024-08-20,5399
RT000878,OI0014194,ORD0009007,Defective or damaged,2024-08-20,1149
RT000879,OI0014247,ORD0009040,Changed mind,2024-08-20,3999
RT000880,OI0013593,ORD0008627,Size or fit issue,2024-08-21,949
RT000881,OI0013804,ORD0008751,Size or fit issue,2024-08-21,3484
RT000882,OI0013889,ORD0008812,Defective or damaged,2024-08-21,1630
RT000883,OI0013895,ORD0008818,Not as described,2024-08-21,1069
RT000884,OI0013952,ORD0008854,Changed mind,2024-08-21,6499
RT000885,OI0013961,ORD0008860,Arrived too late,2024-08-21,3999
RT000886,OI0014117,ORD0008962,Arrived too late,2024-08-21,2128
RT000887,OI0014315,ORD0009082,Size or fit issue,2024-08-21,1876
RT000888,OI0013668,ORD0008673,Size or fit issue,2024-08-22,7394
RT000889,OI0013838,ORD0008773,Size or fit issue,2024-08-22,1839
RT000890,OI0014190,ORD0009005,Defective or damaged,2024-08-22,588
RT000891,OI0014283,ORD0009064,Arrived too late,2024-08-22,4398
RT000892,OI0014029,ORD0008903,Arrived too late,2024-08-23,1432
RT000893,OI0014103,ORD0008952,Changed mind,2024-08-23,799
RT000894,OI0014174,ORD0008999,Not as described,2024-08-23,30999
RT000895,OI0014289,ORD0009067,Not as described,2024-08-23,1805
RT000896,OI0014314,ORD0009082,Changed mind,2024-08-23,3206
RT000897,OI0014333,ORD0009092,Defective or damaged,2024-08-23,2234
RT000898,OI0014438,ORD0009154,Size or fit issue,2024-08-23,1049
RT000899,OI0014105,ORD0008954,Changed mind,2024-08-24,4699
RT000900,OI0014329,ORD0009089,Not as described,2024-08-24,1210
RT000901,OI0014354,ORD0009105,Size or fit issue,2024-08-24,949
RT000902,OI0014485,ORD0009184,Not as described,2024-08-24,2499
RT000903,OI0014576,ORD0009246,Changed mind,2024-08-24,3899
RT000904,OI0013913,ORD0008828,Arrived too late,2024-08-25,2270
RT000905,OI0013937,ORD0008843,Arrived too late,2024-08-25,2744
RT000906,OI0013979,ORD0008873,Defective or damaged,2024-08-25,15699
RT000907,OI0014062,ORD0008923,Arrived too late,2024-08-25,4144
RT000908,OI0014145,ORD0008979,Defective or damaged,2024-08-25,3828
RT000909,OI0014182,ORD0009002,Not as described,2024-08-25,4498
RT000910,OI0014188,ORD0009004,Arrived too late,2024-08-25,26049
RT000911,OI0014282,ORD0009064,Arrived too late,2024-08-25,1048
RT000912,OI0014399,ORD0009132,Changed mind,2024-08-25,6799
RT000913,OI0013957,ORD0008857,Size or fit issue,2024-08-26,8699
RT000914,OI0013989,ORD0008878,Changed mind,2024-08-26,1685
RT000915,OI0014148,ORD0008982,Defective or damaged,2024-08-26,5490
RT000916,OI0014207,ORD0009016,Not as described,2024-08-26,3899
RT000917,OI0014260,ORD0009049,Defective or damaged,2024-08-26,55505
RT000918,OI0014291,ORD0009068,Changed mind,2024-08-26,3216
RT000919,OI0014358,ORD0009108,Defective or damaged,2024-08-26,2399
RT000920,OI0014379,ORD0009121,Size or fit issue,2024-08-26,1529
RT000921,OI0014387,ORD0009125,Arrived too late,2024-08-26,6299
RT000922,OI0014613,ORD0009273,Size or fit issue,2024-08-26,3599
RT000923,OI0014790,ORD0009382,Size or fit issue,2024-08-26,949
RT000924,OI0013934,ORD0008840,Arrived too late,2024-08-27,14299
RT000925,OI0014127,ORD0008967,Size or fit issue,2024-08-27,2704
RT000926,OI0014142,ORD0008977,Defective or damaged,2024-08-27,3199
RT000927,OI0014224,ORD0009028,Defective or damaged,2024-08-27,5609
RT000928,OI0014250,ORD0009043,Defective or damaged,2024-08-27,14299
RT000929,OI0014313,ORD0009081,Not as described,2024-08-27,5439
RT000930,OI0014342,ORD0009096,Size or fit issue,2024-08-27,1949
RT000931,OI0014567,ORD0009239,Arrived too late,2024-08-27,4099
RT000932,OI0014648,ORD0009296,Defective or damaged,2024-08-27,898
RT000933,OI0014850,ORD0009422,Defective or damaged,2024-08-27,1899
RT000934,OI0014909,ORD0009459,Defective or damaged,2024-08-27,764
RT000935,OI0014349,ORD0009101,Size or fit issue,2024-08-28,6099
RT000936,OI0014640,ORD0009290,Arrived too late,2024-08-28,6099
RT000937,OI0014806,ORD0009393,Size or fit issue,2024-08-28,4899
RT000938,OI0014816,ORD0009401,Size or fit issue,2024-08-28,2599
RT000939,OI0014954,ORD0009487,Defective or damaged,2024-08-28,1049
RT000940,OI0015007,ORD0009526,Size or fit issue,2024-08-28,3499
RT000941,OI0015190,ORD0009641,Changed mind,2024-08-28,3699
RT000942,OI0014362,ORD0009109,Arrived too late,2024-08-29,977
RT000943,OI0014467,ORD0009171,Changed mind,2024-08-29,1949
RT000944,OI0014522,ORD0009206,Not as described,2024-08-29,2889
RT000945,OI0014575,ORD0009245,Size or fit issue,2024-08-29,2999
RT000946,OI0014588,ORD0009255,Changed mind,2024-08-29,2899
RT000947,OI0014644,ORD0009294,Size or fit issue,2024-08-29,4899
RT000948,OI0014765,ORD0009368,Arrived too late,2024-08-29,1018
RT000949,OI0014783,ORD0009377,Not as described,2024-08-29,3059
RT000950,OI0014935,ORD0009472,Not as described,2024-08-29,3699
RT000951,OI0015027,ORD0009539,Not as described,2024-08-29,3599
RT000952,OI0015041,ORD0009547,Arrived too late,2024-08-29,799
RT000953,OI0015183,ORD0009637,Size or fit issue,2024-08-29,6499
RT000954,OI0014422,ORD0009143,Not as described,2024-08-30,1099
RT000955,OI0014481,ORD0009181,Defective or damaged,2024-08-30,4499
RT000956,OI0014674,ORD0009314,Changed mind,2024-08-30,7054
RT000957,OI0014702,ORD0009331,Changed mind,2024-08-30,6099
RT000958,OI0014735,ORD0009351,Defective or damaged,2024-08-30,4249
RT000959,OI0014894,ORD0009449,Not as described,2024-08-30,1299
RT000960,OI0015129,ORD0009601,Defective or damaged,2024-08-30,6799
RT000961,OI0014421,ORD0009143,Arrived too late,2024-08-31,1999
RT000962,OI0014697,ORD0009327,Arrived too late,2024-08-31,8999
RT000963,OI0014757,ORD0009362,Arrived too late,2024-08-31,1869
RT000964,OI0014787,ORD0009379,Not as described,2024-08-31,2399
RT000965,OI0015228,ORD0009669,Size or fit issue,2024-08-31,2599
RT000966,OI0015266,ORD0009692,Defective or damaged,2024-08-31,2599
RT000967,OI0015362,ORD0009750,Changed mind,2024-08-31,1299
RT000968,OI0014615,ORD0009273,Defective or damaged,2024-09-01,3299
RT000969,OI0014661,ORD0009306,Arrived too late,2024-09-01,3999
RT000970,OI0014892,ORD0009448,Size or fit issue,2024-09-01,6499
RT000971,OI0014998,ORD0009517,Arrived too late,2024-09-01,849
RT000972,OI0015181,ORD0009636,Changed mind,2024-09-01,5299
RT000973,OI0015289,ORD0009706,Size or fit issue,2024-09-01,4249
RT000974,OI0015361,ORD0009749,Changed mind,2024-09-01,1869
RT000975,OI0014704,ORD0009333,Size or fit issue,2024-09-02,1499
RT000976,OI0015070,ORD0009563,Size or fit issue,2024-09-02,2899
RT000977,OI0015171,ORD0009628,Not as described,2024-09-02,3699
RT000978,OI0015315,ORD0009719,Size or fit issue,2024-09-02,3399
RT000979,OI0015397,ORD0009772,Not as described,2024-09-02,4899
RT000980,OI0014691,ORD0009321,Not as described,2024-09-03,2099
RT000981,OI0014724,ORD0009344,Not as described,2024-09-03,4099
RT000982,OI0014727,ORD0009347,Not as described,2024-09-03,7398
RT000983,OI0015031,ORD0009541,Arrived too late,2024-09-03,5799
RT000984,OI0015035,ORD0009545,Size or fit issue,2024-09-03,4099
RT000985,OI0015142,ORD0009610,Changed mind,2024-09-03,3299
RT000986,OI0015455,ORD0009814,Changed mind,2024-09-03,4899
RT000987,OI0015545,ORD0009872,Size or fit issue,2024-09-03,4999
RT000988,OI0015588,ORD0009899,Defective or damaged,2024-09-03,4099
RT000989,OI0015150,ORD0009615,Size or fit issue,2024-09-04,1869
RT000990,OI0015264,ORD0009690,Defective or damaged,2024-09-04,1499
RT000991,OI0015453,ORD0009812,Defective or damaged,2024-09-05,34679
RT000992,OI0015479,ORD0009830,Changed mind,2024-09-05,4899
RT000993,OI0015483,ORD0009832,Defective or damaged,2024-09-05,4899
RT000994,OI0015647,ORD0009936,Size or fit issue,2024-09-05,949
RT000995,OI0015218,ORD0009662,Arrived too late,2024-09-06,5799
RT000996,OI0015339,ORD0009737,Not as described,2024-09-06,5199
RT000997,OI0015403,ORD0009776,Not as described,2024-09-06,1499
RT000998,OI0015426,ORD0009792,Changed mind,2024-09-06,934
RT000999,OI0015435,ORD0009799,Size or fit issue,2024-09-06,1649
RT001000,OI0015379,ORD0009761,Not as described,2024-09-07,3199
