order_id,customer_id,order_datetime,shipping_city,payment_method,promo_code,courier,promised_delivery_date,delivered_at,order_status,shipping_fee
ORD0000388,C000466,19/01/2024 15:52, Lahore,COD,NONE,SwiftShip,22/01/2024,21/01/2024 16:07,DLVD,Rs. 150
ORD0000389,C000213,19/01/2024 17:10,sargodha,COD,NONE,PakRider,25/01/2024,24/01/2024 13:07,DLVD,Rs. 0
ORD0000390,C000224,19/01/2024 17:58,Sukkur,COD,NONE,SwiftShip,25/01/2024,24/01/2024 16:38,DLVD,Rs. 0
ORD0000391,C000467,19/01/2024 18:42,Lahore,Cash on Delivery,NONE,PakRider,22/01/2024,22/01/2024 10:08,DLVD,Rs. 0
ORD0000392,C000315,19/01/2024 19:04,Mardan,COD,WELCOME15,RapidRoute,25/01/2024,,RTO,Rs. 0
ORD0000393,C000115,19/01/2024 19:14,Karachi,Cash on Delivery,NONE,PakRider,22/01/2024,22/01/2024 16:05,DLVD,Rs. 150
ORD0000394,C000398,19/01/2024 19:35,Sialkot,COD,NONE,RapidRoute,23/01/2024,24/01/2024 11:51,DLVD,Rs. 180
ORD0000395,C000457,19/01/2024 19:40,Lahore,COD,NONE,PakRider,22/01/2024,,RTO,Rs. 150
ORD0000396,C000381,19/01/2024 21:20,Karachi,COD,NONE,PakRider,22/01/2024,22/01/2024 10:38,DLVD,Rs. 0
ORD0000397,C000459,19/01/2024 21:32,Hyderabad,Cash on Delivery,NONE,CityExpress,23/01/2024,22/01/2024 15:12,DLVD,Rs. 0
ORD0000398,C000452,19/01/2024 22:46,Karachi,CC,NONE,SwiftShip,22/01/2024,20/01/2024 17:41,DLVD,Rs. 150
ORD0000399,C000460,19/01/2024 22:49,Lahore,COD,NONE,PakRider,22/01/2024,22/01/2024 16:55,DLVD,Rs. 0
ORD0000400,C000454,19/01/2024 23:28,Multan,COD,WELCOME15,PakRider,23/01/2024,,RTO,Rs. 180
ORD0000401,C000476,20/01/2024 00:58,Rawalpindi,COD,WELCOME15,PakRider,23/01/2024,22/01/2024 19:46,DLVD,Rs. 150
ORD0000402,C000343,20/01/2024 08:14,Lahore,Cash on Delivery,FREESHIP,PakRider,23/01/2024,23/01/2024 17:14,DLVD,Rs. 0
ORD0000403,C000478,20/01/2024 10:21,Sargodha,COD,NONE,CityExpress,26/01/2024,,RTO,Rs. 220
ORD0000404,C000474,20/01/2024 10:34,Lahore,COD,NONE,SwiftShip,23/01/2024,,RTO,Rs. 150
ORD0000405,C000470,20/01/2024 10:36,Lahore,COD,WELCOME15,SwiftShip,23/01/2024,21/01/2024 14:50,DLVD,Rs. 0
ORD0000406,C000267,20/01/2024 10:55,Lahore,Cash on Delivery,NONE,SwiftShip,23/01/2024,,RTO,Rs. 0
ORD0000407,C000182,20/01/2024 11:12,Karachi,COD,NONE,SwiftShip,23/01/2024,23/01/2024 19:51,DLVD,Rs. 0
ORD0000408,C000467,20/01/2024 12:30,Lahore,COD,NONE,PakRider,23/01/2024,22/01/2024 15:05,DLVD,Rs. 0
ORD0000409,C000223,20/01/2024 14:02,Faisalabad,Cash on Delivery,NONE,SwiftShip,24/01/2024,23/01/2024 17:56,DLVD,Rs. 0
ORD0000410,C000372,20/01/2024 14:04,Peshawar,WALLET,FREESHIP,PakRider,24/01/2024,23/01/2024 10:36,DLVD,Rs. 0
ORD0000411,C000477,20/01/2024 14:11,Lahore,CC,NONE,CityExpress,23/01/2024,23/01/2024 11:16,DLVD,Rs. 0
ORD0000412,C000481,20/01/2024 14:30,Karachi,COD,NONE,CityExpress,23/01/2024,22/01/2024 16:47,DLVD,Rs. 150
ORD0000413,C000469,20/01/2024 16:59,Abbottabad,CC,WELCOME15,PakRider,26/01/2024,24/01/2024 15:44,DLVD,Rs. 0
ORD0000414,C000472,20/01/2024 18:31,Lahore,COD,WELCOME15,RapidRoute,23/01/2024,,RTO,Rs. 0
ORD0000415,C000275,20/01/2024 19:43,Lahore,COD,NONE,CityExpress,23/01/2024,22/01/2024 13:53,DLVD,Rs. 0
ORD0000416,C000451,20/01/2024 19:58,Sukkur,COD,NONE,RapidRoute,26/01/2024,25/01/2024 13:54,DLVD,Rs. 0
ORD0000417,C000471,20/01/2024 22:39,Faisalabad,COD,NONE,SwiftShip,24/01/2024,22/01/2024 17:22,DLVD,Rs. 180
ORD0000418,C000093,20/01/2024 23:42,Hyderabad,Cash on Delivery,NONE,SwiftShip,24/01/2024,,RTO,Rs. 180
ORD0000419,C000394,21/01/2024 06:04,Rawalpindi,Cash on Delivery,NONE,PakRider,24/01/2024,24/01/2024 19:45,DLVD,Rs. 150
ORD0000420,C000503,21/01/2024 06:05,Islamabad,COD,NONE,CityExpress,24/01/2024,23/01/2024 12:26,DLVD,Rs. 0
ORD0000421,C000504,21/01/2024 07:05,Rawalpindi,WALLET,NONE,CityExpress,24/01/2024,24/01/2024 12:10,DLVD,Rs. 0
ORD0000422,C000488,21/01/2024 08:45,Peshawar,COD,WELCOME15,PakRider,25/01/2024,24/01/2024 13:19,DLVD,Rs. 180
ORD0000423,C000505,21/01/2024 08:52,Karachi,CC,NONE,SwiftShip,24/01/2024,22/01/2024 18:12,DLVD,Rs. 0
ORD0000424,C000501,21/01/2024 10:31,Faisalabad,COD,NONE,RapidRoute,25/01/2024,,RTO,Rs. 0
ORD0000425,C000507,21/01/2024 10:32,Faisalabad,COD,NONE,CityExpress,25/01/2024,24/01/2024 18:54,DLVD,Rs. 180
ORD0000426,C000278,21/01/2024 11:55,Lahore,Cash on Delivery,NONE,SwiftShip,24/01/2024,,DLVD,Rs. 150
ORD0000427,C000498,21/01/2024 12:11,Lahore,Cash on Delivery,NONE,CityExpress,24/01/2024,23/01/2024 10:14,DLVD,Rs. 150
ORD0000428,C000330,21/01/2024 12:31,Karachi,COD,NONE,PakRider,24/01/2024,25/01/2024 11:49,DLVD,Rs. 150
ORD0000429,C000050,21/01/2024 12:35,Hyderabad,COD,NONE,SwiftShip,25/01/2024,24/01/2024 16:26,DLVD,Rs. 180
ORD0000430,C000506,21/01/2024 12:53,Peshawar,CC,NONE,RapidRoute,25/01/2024,25/01/2024 11:31,DLVD,Rs. 180
ORD0000431,C000467,21/01/2024 13:59,Lahore,Cash on Delivery,NONE,SwiftShip,24/01/2024,23/01/2024 16:59,DLVD,Rs. 0
ORD0000432,C000493,21/01/2024 14:24,Karachi,COD,WELCOME15,SwiftShip,24/01/2024,23/01/2024 11:00,DLVD,Rs. 150
ORD0000433,C000216,21/01/2024 15:21,HYD,WALLET,FREESHIP,SwiftShip,25/01/2024,24/01/2024 12:51,DLVD,Rs. 0
ORD0000434,C000486,21/01/2024 15:30,MULTAN,COD,WELCOME15,SwiftShip,25/01/2024,,RTO,Rs. 0
ORD0000435,C000431,21/01/2024 16:20,Sialkot,COD,NONE,CityExpress,25/01/2024,24/01/2024 13:36,DLVD,Rs. 0
ORD0000436,C000102,21/01/2024 17:27,FSD,CC,NONE,RapidRoute,25/01/2024,25/01/2024 14:24,DLVD,Rs. 0
ORD0000437,C000500,21/01/2024 17:37,Lahore,Cash on Delivery,NONE,SwiftShip,24/01/2024,23/01/2024 14:02,DLVD,Rs. 150
ORD0000438,C000494,21/01/2024 19:18,Multan,Cash on Delivery,NONE,PakRider,25/01/2024,24/01/2024 15:35,DLVD,Rs. 0
ORD0000439,C000495,21/01/2024 20:07,Gujranwala,COD,WELCOME15,RapidRoute,25/01/2024,26/01/2024 10:24,DLVD,Rs. 0
ORD0000440,C000496,21/01/2024 20:28,Rawalpindi,WALLET,WELCOME15,CityExpress,24/01/2024,,CNCL,Rs. 0
ORD0000441,C000008,21/01/2024 20:36,Karachi,WALLET,NONE,SwiftShip,24/01/2024,23/01/2024 13:43,DLVD,Rs. 0
ORD0000442,C000502,21/01/2024 20:54,Lahore,COD,NONE,CityExpress,24/01/2024,24/01/2024 14:41,DLVD,Rs. 150
ORD0000443,C000490,21/01/2024 21:06,Karachi,CC,NONE,CityExpress,24/01/2024,23/01/2024 12:30,DLVD,Rs. 0
ORD0000444,C000182,21/01/2024 21:13,Karachi,COD,NONE,CityExpress,24/01/2024,23/01/2024 16:10,DLVD,Rs. 0
ORD0000445,C000487,21/01/2024 22:58,Lahore,Cash on Delivery,NONE,SwiftShip,24/01/2024,23/01/2024 13:54,DLVD,Rs. 0
ORD0000446,C000360,21/01/2024 23:52,Bahawalpur,Cash on Delivery,NONE,PakRider,27/01/2024,,RTO,Rs. 0
ORD0000447,C000522,22/01/2024 06:07,Gujranwala,COD,NONE,CityExpress,26/01/2024,25/01/2024 15:24,DLVD,Rs. 0
ORD0000448,C000519,22/01/2024 08:52,Karachi,Cash on Delivery,NONE,PakRider,25/01/2024,25/01/2024 10:45,DLVD,Rs. 0
ORD0000449,C000511,22/01/2024 09:28,Rawalpindi,Cash on Delivery,NONE,CityExpress,25/01/2024,,RTO,Rs. 0
ORD0000450,C000520,22/01/2024 10:35,Gujranwala,Cash on Delivery,NONE,PakRider,26/01/2024,25/01/2024 14:22,DLVD,Rs. 0
ORD0000451,C000330,22/01/2024 11:20,Karachi,COD,NONE,CityExpress,25/01/2024,25/01/2024 13:47,DLVD,Rs. 150
ORD0000452,C000517,22/01/2024 13:12,Lahore,Cash on Delivery,WELCOME15,SwiftShip,25/01/2024,24/01/2024 17:14,DLVD,Rs. 0
ORD0000453,C000513,22/01/2024 13:32,Multan,COD,NONE,CityExpress,26/01/2024,,RTO,Rs. 0
ORD0000454,C000523,22/01/2024 14:11,Rawalpindi,Cash on Delivery,WELCOME15,SwiftShip,25/01/2024,24/01/2024 11:54,DLVD,Rs. 0
ORD0000455,C000470,22/01/2024 14:56,Lahore,Cash on Delivery,NONE,PakRider,25/01/2024,25/01/2024 16:24,DLVD,Rs. 0
ORD0000456,C000479,22/01/2024 15:07,Lahore,COD,WELCOME15,SwiftShip,25/01/2024,24/01/2024 11:20,DLVD,Rs. 0
ORD0000457,C000516,22/01/2024 15:55,Hyderabad,Cash on Delivery,WELCOME15,SwiftShip,26/01/2024,26/01/2024 15:38,DLVD,Rs. 0
ORD0000458,C000295,22/01/2024 15:59,Lahore,CC,WELCOME15,CityExpress,25/01/2024,24/01/2024 12:31,DLVD,Rs. 0
ORD0000459,C000480,22/01/2024 16:23,Gujranwala,COD,NONE,PakRider,26/01/2024,,CNCL,Rs. 0
ORD0000460,C000526,22/01/2024 17:07,Faisalabad,COD,NONE,PakRider,26/01/2024,26/01/2024 11:43,DLVD,Rs. 0
ORD0000461,C000105,22/01/2024 17:21,Gujranwala,COD,WELCOME15,SwiftShip,26/01/2024,24/01/2024 16:52,DLVD,Rs. 0
ORD0000462,C000510,22/01/2024 17:40,Lahore,COD,NONE,SwiftShip,25/01/2024,23/01/2024 11:48,DLVD,Rs. 0
ORD0000463,C000521,22/01/2024 18:07,Faisalabad,COD,NONE,PakRider,26/01/2024,26/01/2024 11:04,DLVD,Rs. 0
ORD0000464,C000514,22/01/2024 18:15,Peshawar,CC,NONE,CityExpress,26/01/2024,25/01/2024 13:01,DLVD,Rs. 0
ORD0000465,C000490,22/01/2024 18:28,Karachi,COD,NONE,SwiftShip,25/01/2024,24/01/2024 18:36,DLVD,Rs. 0
ORD0000466,C000425,22/01/2024 19:20,Faisalabad,COD,WELCOME15,PakRider,26/01/2024,25/01/2024 12:58,DLVD,Rs. 0
ORD0000467,C000027,22/01/2024 19:22,Gujranwala,COD,NONE,CityExpress,26/01/2024,25/01/2024 19:47,DLVD,Rs. 0
ORD0000468,C000524,22/01/2024 19:36,,Cash on Delivery,NONE,RapidRoute,26/01/2024,,RTO,Rs. 180
ORD0000469,C000461,22/01/2024 19:59,Karachi,COD,NONE,PakRider,25/01/2024,24/01/2024 11:48,DLVD,Rs. 150
ORD0000470,C000419,22/01/2024 20:47,Lahore,WALLET,NONE,SwiftShip,25/01/2024,24/01/2024 10:17,DLVD,Rs. 0
ORD0000471,C000450,22/01/2024 21:32,Lahore,COD,WELCOME15,RapidRoute,25/01/2024,25/01/2024 11:55,DLVD,Rs. 0
ORD0000472,C000363,22/01/2024 22:37,Lahore,CC,NONE,RapidRoute,25/01/2024,25/01/2024 17:12,DLVD,Rs. 0
ORD0000473,C000525,22/01/2024 23:09,Rawalpindi,COD,NONE,CityExpress,25/01/2024,24/01/2024 10:31,DLVD,Rs. 0
ORD0000474,C000537,23/01/2024 01:32,Islamabad,COD,NONE,PakRider,26/01/2024,25/01/2024 17:13,DLVD,Rs. 150
ORD0000475,C000536,23/01/2024 06:56,Bahawalpur,WALLET,NONE,CityExpress,29/01/2024,,CNCL,Rs. 0
ORD0000476,C000547,23/01/2024 06:58,Bahawalpur,COD,WELCOME15,RapidRoute,29/01/2024,,RTO,Rs. 0
ORD0000477,C000489,23/01/2024 09:29,Lahore,COD,NONE,PakRider,26/01/2024,25/01/2024 15:54,DLVD,Rs. 0
ORD0000478,C000551,23/01/2024 13:04,Rawalpindi,CC,FREESHIP,RapidRoute,26/01/2024,27/01/2024 14:15,DLVD,Rs. 0
ORD0000479,C000375,23/01/2024 13:11,Lahore,COD,NONE,SwiftShip,26/01/2024,24/01/2024 17:21,DLVD,Rs. 150
ORD0000480,C000545,23/01/2024 15:40,Lahore,COD,NONE,SwiftShip,26/01/2024,26/01/2024 13:15,DLVD,Rs. 0
ORD0000481,C000514,23/01/2024 17:05,Peshawar,CC,NONE,PakRider,27/01/2024,26/01/2024 16:33,DLVD,Rs. 0
ORD0000482,C000549,23/01/2024 17:14,Lahore,Cash on Delivery,NONE,SwiftShip,26/01/2024,25/01/2024 15:02,DLVD,Rs. 150
ORD0000483,C000556,23/01/2024 17:22,Karachi,COD,NONE,PakRider,26/01/2024,,CNCL,Rs. 0
ORD0000484,C000532,23/01/2024 17:57,Lahore,Cash on Delivery,WELCOME15,RapidRoute,26/01/2024,,RTO,Rs. 150
ORD0000485,C000348,23/01/2024 18:12,Lahore,WALLET,NONE,CityExpress,26/01/2024,25/01/2024 16:20,DLVD,Rs. 0
ORD0000486,C000540,23/01/2024 18:25,Multan,Cash on Delivery,NONE,PakRider,27/01/2024,26/01/2024 13:48,DLVD,Rs. 0
ORD0000487,C000535,23/01/2024 18:46,Rawalpindi,WALLET,FREESHIP,PakRider,26/01/2024,27/01/2024 19:52,DLVD,Rs. 0
ORD0000488,C000553,23/01/2024 19:02,"Hyderabad, Sindh",COD,NONE,RapidRoute,27/01/2024,27/01/2024 19:24,DLVD,Rs. 180
ORD0000489,C000542,23/01/2024 19:16,Lahore,COD,NONE,CityExpress,26/01/2024,,CNCL,Rs. 0
ORD0000490,C000555,23/01/2024 20:45,Bahawalpur,Cash on Delivery,NONE,PakRider,29/01/2024,27/01/2024 10:29,DLVD,Rs. 0
ORD0000491,C000548,23/01/2024 21:00,Multan,CC,WELCOME15,PakRider,27/01/2024,27/01/2024 13:41,DLVD,Rs. 180
ORD0000492,C000533,23/01/2024 21:00,Karachi,Cash on Delivery,NONE,PakRider,26/01/2024,25/01/2024 14:43,DLVD,Rs. 0
ORD0000493,C000539,23/01/2024 22:08,Faisalabad,COD,NONE,PakRider,27/01/2024,,RTO,Rs. 0
ORD0000494,C000552,23/01/2024 22:20,Gujranwala,COD,NONE,PakRider,27/01/2024,26/01/2024 17:12,DLVD,Rs. 0
ORD0000495,C000530,23/01/2024 22:22,Lahore,Cash on Delivery,NONE,PakRider,26/01/2024,26/01/2024 19:43,DLVD,Rs. 0
ORD0000496,C000050,23/01/2024 22:43,HYD,COD,NONE,RapidRoute,27/01/2024,29/01/2024 12:39,DLVD,Rs. 0
ORD0000497,C000564,24/01/2024 03:54,Bahawalpur,COD,FREESHIP,RapidRoute,30/01/2024,30/01/2024 18:58,DLVD,Rs. 0
ORD0000498,C000569,24/01/2024 07:45,Karachi,Cash on Delivery,NONE,PakRider,27/01/2024,26/01/2024 15:42,DLVD,Rs. 150
ORD0000499,C000482,24/01/2024 09:50,Multan,Cash on Delivery,NONE,CityExpress,28/01/2024,27/01/2024 17:31,DLVD,Rs. 180
ORD0000500,C000581,24/01/2024 11:29,Quetta,Cash on Delivery,NONE,SwiftShip,30/01/2024,27/01/2024 11:53,DLVD,Rs. 0
ORD0000501,C000567,24/01/2024 11:37,Hyderabad,Cash on Delivery,NONE,RapidRoute,28/01/2024,28/01/2024 11:02,DLVD,Rs. 180
ORD0000502,C000248,24/01/2024 11:49,Islamabad,CC,FREESHIP,CityExpress,27/01/2024,26/01/2024 16:00,DLVD,Rs. 0
ORD0000503,C000417,24/01/2024 12:22,Mardan,COD,NONE,PakRider,30/01/2024,,RTO,Rs. 0
ORD0000504,C000576,24/01/2024 13:21,Sialkot,COD,NONE,SwiftShip,28/01/2024,26/01/2024 19:04,DLVD,Rs. 180
ORD0000505,C000355,24/01/2024 13:31,Karachi,CC,NONE,SwiftShip,27/01/2024,25/01/2024 18:22,DLVD,Rs. 150
ORD0000506,C000379,24/01/2024 13:46,Multan,COD,NONE,PakRider,28/01/2024,,RTO,Rs. 0
ORD0000507,C000508,24/01/2024 14:44,Rawalpindi,COD,WELCOME15,PakRider,27/01/2024,26/01/2024 10:51,DLVD,Rs. 0
ORD0000508,C000574,24/01/2024 15:00,Karachi,CC,NONE,SwiftShip,27/01/2024,26/01/2024 13:47,DLVD,Rs. 150
ORD0000509,C000570,24/01/2024 15:17,Bahawalpur,COD,WELCOME15,PakRider,30/01/2024,28/01/2024 11:05,DLVD,Rs. 0
ORD0000510,C000575,24/01/2024 16:34,,COD,NONE,SwiftShip,27/01/2024,26/01/2024 18:29,DLVD,Rs. 150
ORD0000511,C000571,24/01/2024 17:12,Lahore,WALLET,WELCOME15,PakRider,27/01/2024,27/01/2024 18:50,DLVD,Rs. 0
ORD0000512,C000563,24/01/2024 17:28,Karachi,COD,NONE,SwiftShip,27/01/2024,27/01/2024 16:56,DLVD,Rs. 0
ORD0000513,C000573,24/01/2024 17:31,quetta,COD,NONE,RapidRoute,30/01/2024,,CNCL,Rs. 0
ORD0000514,C000572,24/01/2024 17:41,Islamabad,Cash on Delivery,NONE,CityExpress,27/01/2024,26/01/2024 15:25,DLVD,Rs. 0
ORD0000515,C000561,24/01/2024 17:46,Lahore,WALLET,NONE,CityExpress,27/01/2024,26/01/2024 13:17,DLVD,Rs. 0
ORD0000516,C000560,24/01/2024 20:00,Lahore,CC,NONE,SwiftShip,27/01/2024,26/01/2024 13:08,DLVD,Rs. 0
ORD0000517,C000565,24/01/2024 20:02,Peshawar,WALLET,NONE,PakRider,28/01/2024,27/01/2024 17:53,DLVD,Rs. 0
ORD0000518,C000411,24/01/2024 20:51,Islamabad,COD,NONE,PakRider,27/01/2024,26/01/2024 14:38,DLVD,Rs. 0
ORD0000519,C000491,24/01/2024 20:54,Faisalabad,COD,WELCOME15,RapidRoute,28/01/2024,28/01/2024 10:48,DLVD,Rs. 0
ORD0000520,C000577,24/01/2024 21:39,Islamabad,WALLET,WELCOME15,PakRider,27/01/2024,26/01/2024 13:55,DLVD,Rs. 0
ORD0000521,C000579,24/01/2024 22:01,Abbottabad,Cash on Delivery,WELCOME15,PakRider,30/01/2024,28/01/2024 12:28,DLVD,Rs. 0
ORD0000522,C000605,25/01/2024 07:08,Rawalpindi,CC,WELCOME15,CityExpress,28/01/2024,27/01/2024 13:42,DLVD,Rs. 150
ORD0000523,C000598,25/01/2024 08:06, Lahore,WALLET,NONE,PakRider,28/01/2024,28/01/2024 14:44,DLVD,Rs. 0
ORD0000524,C000589,25/01/2024 08:08,BWP,Cash on Delivery,NONE,RapidRoute,31/01/2024,31/01/2024 15:29,DLVD,Rs. 0
ORD0000525,C000583,25/01/2024 09:40,Gujranwala,Cash on Delivery,NONE,SwiftShip,29/01/2024,28/01/2024 16:54,DLVD,Rs. 0
ORD0000526,C000187,25/01/2024 10:58,Karachi,COD,NONE,PakRider,28/01/2024,29/01/2024 18:35,DLVD,Rs. 0
ORD0000527,C000515,25/01/2024 11:11,Karachi,Cash on Delivery,WELCOME15,CityExpress,28/01/2024,,RTO,Rs. 150
ORD0000528,C000565,25/01/2024 12:24,Peshawar,Cash on Delivery,FREESHIP,CityExpress,29/01/2024,29/01/2024 19:27,DLVD,Rs. 0
ORD0000529,C000596,25/01/2024 13:35,Faisalabad,CC,WELCOME15,RapidRoute,29/01/2024,29/01/2024 15:06,DLVD,Rs. 180
ORD0000530,C000568,25/01/2024 15:32,Multan,WALLET,NONE,SwiftShip,29/01/2024,,CNCL,Rs. 0
ORD0000531,C000603,25/01/2024 17:01,Karachi,CC,NONE,SwiftShip,28/01/2024,28/01/2024 12:44,DLVD,Rs. 0
ORD0000532,C000317,25/01/2024 17:25,Rawalpindi,COD,NONE,PakRider,28/01/2024,,RTO,Rs. 150
ORD0000533,C000590,25/01/2024 17:40,Rawalpindi,COD,NONE,PakRider,28/01/2024,28/01/2024 15:54,DLVD,Rs. 150
ORD0000534,C000582,25/01/2024 18:04,Karachi ,COD,WELCOME15,CityExpress,28/01/2024,27/01/2024 16:23,DLVD,Rs. 0
ORD0000535,C000129,25/01/2024 18:31,Karachi,CC,NONE,PakRider,28/01/2024,27/01/2024 17:20,DLVD,Rs. 0
ORD0000536,C000588,25/01/2024 18:56,Karachi,COD,NONE,PakRider,28/01/2024,,RTO,Rs. 0
ORD0000537,C000601,25/01/2024 19:36,Islamabad,COD,NONE,CityExpress,28/01/2024,28/01/2024 17:13,DLVD,Rs. 0
ORD0000538,C000606,25/01/2024 20:10,Karachi,WALLET,NONE,SwiftShip,28/01/2024,27/01/2024 12:04,DLVD,Rs. 150
ORD0000539,C000591,25/01/2024 20:38,Faisalabad,COD,WELCOME15,RapidRoute,29/01/2024,29/01/2024 14:16,DLVD,Rs. 180
ORD0000540,C000108,25/01/2024 20:39,Multan,COD,NONE,PakRider,29/01/2024,29/01/2024 17:19,DLVD,Rs. 0
ORD0000541,C000587,25/01/2024 21:48,Rawalpindi,COD,NONE,CityExpress,28/01/2024,,RTO,Rs. 0
ORD0000542,C000299,25/01/2024 21:48,Karachi,Cash on Delivery,NONE,SwiftShip,28/01/2024,,RTO,Rs. 0
ORD0000543,C000106,25/01/2024 22:39,Karachi,Cash on Delivery,NONE,SwiftShip,28/01/2024,27/01/2024 16:49,DLVD,Rs. 150
ORD0000544,C000595,25/01/2024 23:23,Hyderabad,COD,WELCOME15,SwiftShip,29/01/2024,,RTO,Rs. 0
ORD0000545,C000619,26/01/2024 09:30,Rawalpindi,CC,WELCOME15,SwiftShip,29/01/2024,28/01/2024 19:27,DLVD,Rs. 150
ORD0000546,C000615,26/01/2024 09:36,Rawalpindi,CC,NONE,PakRider,29/01/2024,28/01/2024 12:31,DLVD,Rs. 0
ORD0000547,C000622,26/01/2024 09:50,Hyderabad,COD,FREESHIP,PakRider,30/01/2024,30/01/2024 19:27,DLVD,Rs. 0
ORD0000548,C000538,26/01/2024 10:37,Peshawar,COD,WELCOME15,CityExpress,30/01/2024,,RTO,Rs. 180
ORD0000549,C000626,26/01/2024 11:02,Faisalabad,COD,WELCOME15,SwiftShip,30/01/2024,29/01/2024 17:26,DLVD,Rs. 0
ORD0000550,C000608,26/01/2024 11:53,Islamabad,COD,WELCOME15,RapidRoute,29/01/2024,,RTO,Rs. 0
ORD0000551,C000610,26/01/2024 12:17,Karachi,Cash on Delivery,NONE,SwiftShip,29/01/2024,,RTO,Rs. 0
ORD0000552,C000512,26/01/2024 12:40,Peshawar,Cash on Delivery,WELCOME15,RapidRoute,30/01/2024,31/01/2024 13:15,DLVD,Rs. 0
ORD0000553,C000614,26/01/2024 12:56,Sukkur,COD,NONE,SwiftShip,01/02/2024,29/01/2024 17:22,DLVD,Rs. 0
ORD0000554,C000396,26/01/2024 14:55,Lahore,Cash on Delivery,NONE,SwiftShip,29/01/2024,28/01/2024 15:31,DLVD,Rs. 0
ORD0000555,C000613,26/01/2024 15:21,Karachi,Cash on Delivery,WELCOME15,SwiftShip,29/01/2024,,RTO,Rs. 150
ORD0000556,C000617,26/01/2024 15:37,Sargodha,Cash on Delivery,WELCOME15,RapidRoute,01/02/2024,,CNCL,Rs. 0
ORD0000557,C000623,26/01/2024 16:58,Karachi,COD,NONE,CityExpress,29/01/2024,,CNCL,Rs. 150
ORD0000558,C000609,26/01/2024 18:15,Karachi,COD,NONE,SwiftShip,29/01/2024,29/01/2024 12:32,DLVD,Rs. 0
ORD0000559,C000627,26/01/2024 18:56,Rawalpindi,COD,NONE,SwiftShip,29/01/2024,29/01/2024 14:51,DLVD,Rs. 0
ORD0000560,C000491,26/01/2024 19:00,Faisalabad,COD,NONE,SwiftShip,30/01/2024,29/01/2024 14:06,DLVD,Rs. 0
ORD0000561,C000628,26/01/2024 19:04,Gujranwala,Cash on Delivery,NONE,PakRider,30/01/2024,30/01/2024 10:47,DLVD,Rs. 0
ORD0000562,C000630,26/01/2024 19:04,Peshawar,CC,NONE,SwiftShip,30/01/2024,30/01/2024 16:43,DLVD,Rs. 0
ORD0000563,C000621,26/01/2024 20:01,Karachi,COD,NONE,PakRider,29/01/2024,28/01/2024 15:54,DLVD,Rs. 0
ORD0000564,C000616,26/01/2024 20:31,Peshawar,CC,WELCOME15,RapidRoute,30/01/2024,30/01/2024 17:45,DLVD,Rs. 0
ORD0000565,C000494,26/01/2024 21:23,Multan,CC,NONE,RapidRoute,30/01/2024,30/01/2024 13:09,DLVD,Rs. 0
ORD0000566,C000625,26/01/2024 21:56,Hyderabad,CC,NONE,SwiftShip,30/01/2024,28/01/2024 14:16,DLVD,Rs. 0
ORD0000567,C000280,26/01/2024 22:14,faisalabad,COD,NONE,PakRider,30/01/2024,29/01/2024 12:49,DLVD,Rs. 0
ORD0000568,C000629,26/01/2024 23:05,Karachi,COD,WELCOME15,CityExpress,29/01/2024,,RTO,Rs. 0
ORD0000569,C000531,26/01/2024 23:20,Karachi,Cash on Delivery,NONE,CityExpress,29/01/2024,31/01/2024 17:46,DLVD,Rs. 0
ORD0000570,C000592,26/01/2024 23:42,Lahore,Cash on Delivery,NONE,PakRider,29/01/2024,29/01/2024 16:31,DLVD,Rs. 150
ORD0000571,C000410,27/01/2024 00:56,Lahore,COD,NONE,CityExpress,30/01/2024,29/01/2024 11:54,DLVD,Rs. 150
ORD0000572,C000635,27/01/2024 08:32,Karachi,COD,WELCOME15,SwiftShip,30/01/2024,,RTO,Rs. 0
ORD0000573,C000639,27/01/2024 09:45,peshawar,COD,WELCOME15,SwiftShip,31/01/2024,29/01/2024 11:39,DLVD,Rs. 0
ORD0000574,C000302,27/01/2024 10:24,Islamabad,CC,NONE,PakRider,30/01/2024,29/01/2024 13:38,DLVD,Rs. 0
ORD0000575,C000633,27/01/2024 11:50,Lahore,COD,WELCOME15,PakRider,30/01/2024,29/01/2024 13:46,DLVD,Rs. 150
ORD0000576,C000638,27/01/2024 11:56,Bahawalpur,COD,WELCOME15,PakRider,02/02/2024,02/02/2024 12:25,DLVD,Rs. 0
ORD0000577,C000218,27/01/2024 12:13,Islamabad Capital Territory,CC,NONE,PakRider,30/01/2024,31/01/2024 13:49,DLVD,Rs. 0
ORD0000578,C000544,27/01/2024 13:19,Faisalabad,COD,NONE,RapidRoute,31/01/2024,,RTO,Rs. 0
ORD0000579,C000632,27/01/2024 13:20,Karachi,Cash on Delivery,NONE,PakRider,30/01/2024,,RTO,Rs. 0
ORD0000580,C000636,27/01/2024 13:40,Multan,COD,WELCOME15,SwiftShip,31/01/2024,30/01/2024 17:23,DLVD,Rs. 180
ORD0000581,C000604,27/01/2024 13:53,Faisalabad,COD,NONE,SwiftShip,31/01/2024,29/01/2024 10:41,DLVD,Rs. 180
ORD0000582,C000263,27/01/2024 16:01,Faisalabad,COD,WELCOME15,CityExpress,31/01/2024,,RTO,Rs. 0
